,ActivityIdentifier,ActivityLatitude,ActivityLongitude,AnalysisStartDate,Contaminant,DetectedLevel,LevelUnit
88473,nwisny.01.01700096,,,,Lead,,
88720,nwisny.01.01600937,,,,Copper,,
88721,nwisny.01.01600937,,,,Lead,,
88726,nwisny.01.01600937,,,,Copper,,
88727,nwisny.01.01600937,,,,Lead,,
88778,nwisny.01.01601158,,,,Copper,,
88779,nwisny.01.01601158,,,,Lead,,
88784,nwisny.01.01601158,,,,Copper,,
88785,nwisny.01.01601158,,,,Lead,,
88838,nwisny.01.01601822,,,,Copper,,
88839,nwisny.01.01601822,,,,Lead,,
88852,nwisny.01.01601822,,,,Copper,,
88853,nwisny.01.01601822,,,,Lead,,
88945,nwisny.01.01602690,,,,Copper,,
88946,nwisny.01.01602690,,,,Lead,,
88951,nwisny.01.01602690,,,,Copper,,
88952,nwisny.01.01602690,,,,Lead,,
89055,nwisny.01.01603031,,,,Copper,,
89056,nwisny.01.01603031,,,,Lead,,
89061,nwisny.01.01603031,,,,Copper,,
89062,nwisny.01.01603031,,,,Lead,,
89126,nwisny.01.01700094,,,,Copper,,
89127,nwisny.01.01700094,,,,Lead,,
89132,nwisny.01.01700094,,,,Copper,,
89133,nwisny.01.01700094,,,,Lead,,
89207,nwisny.01.01600786,,,,Copper,,
89208,nwisny.01.01600786,,,,Lead,,
89213,nwisny.01.01600786,,,,Copper,,
89214,nwisny.01.01600786,,,,Lead,,
89257,nwisny.01.01600984,,,,Copper,,
89258,nwisny.01.01600984,,,,Lead,,
89263,nwisny.01.01600984,,,,Copper,,
89264,nwisny.01.01600984,,,,Lead,,
89324,nwisny.01.01601434,,,,Copper,,
89325,nwisny.01.01601434,,,,Lead,,
89330,nwisny.01.01601434,,,,Copper,,
89331,nwisny.01.01601434,,,,Lead,,
89389,nwisny.01.01602002,,,,Copper,,
89390,nwisny.01.01602002,,,,Lead,,
89395,nwisny.01.01602002,,,,Copper,,
89396,nwisny.01.01602002,,,,Lead,,
89551,nwisny.01.01602714,,,,Copper,,
89552,nwisny.01.01602714,,,,Lead,,
89557,nwisny.01.01602714,,,,Copper,,
89558,nwisny.01.01602714,,,,Lead,,
89624,nwisny.01.01700032,,,,Copper,,
89625,nwisny.01.01700032,,,,Lead,,
89630,nwisny.01.01700032,,,,Copper,,
89631,nwisny.01.01700032,,,,Lead,,
89726,nwisny.01.01600976,,,,Copper,,
89727,nwisny.01.01600976,,,,Lead,,
89732,nwisny.01.01600976,,,,Copper,,
89733,nwisny.01.01600976,,,,Lead,,
89767,nwisny.01.01601210,,,,Copper,,
89768,nwisny.01.01601210,,,,Lead,,
89773,nwisny.01.01601210,,,,Copper,,
89774,nwisny.01.01601210,,,,Lead,,
89828,nwisny.01.01602019,,,,Copper,,
89829,nwisny.01.01602019,,,,Lead,,
89834,nwisny.01.01602019,,,,Copper,,
89835,nwisny.01.01602019,,,,Lead,,
89966,nwisny.01.01602688,,,,Copper,,
89967,nwisny.01.01602688,,,,Lead,,
89972,nwisny.01.01602688,,,,Copper,,
89973,nwisny.01.01602688,,,,Lead,,
90050,nwisny.01.01603164,,,,Copper,,
90051,nwisny.01.01603164,,,,Lead,,
90056,nwisny.01.01603164,,,,Copper,,
90057,nwisny.01.01603164,,,,Lead,,
90120,nwisny.01.01700090,,,,Copper,,
90121,nwisny.01.01700090,,,,Lead,,
90126,nwisny.01.01700090,,,,Copper,,
90127,nwisny.01.01700090,,,,Lead,,
90223,nwisny.01.01600975,,,,Copper,,
90224,nwisny.01.01600975,,,,Lead,,
90229,nwisny.01.01600975,,,,Copper,,
90230,nwisny.01.01600975,,,,Lead,,
90264,nwisny.01.01601209,,,,Copper,,
90265,nwisny.01.01601209,,,,Lead,,
90270,nwisny.01.01601209,,,,Copper,,
90271,nwisny.01.01601209,,,,Lead,,
90324,nwisny.01.01602018,,,,Copper,,
90325,nwisny.01.01602018,,,,Lead,,
90330,nwisny.01.01602018,,,,Copper,,
90331,nwisny.01.01602018,,,,Lead,,
90461,nwisny.01.01602687,,,,Copper,,
90462,nwisny.01.01602687,,,,Lead,,
90467,nwisny.01.01602687,,,,Copper,,
90468,nwisny.01.01602687,,,,Lead,,
90545,nwisny.01.01603165,,,,Copper,,
90546,nwisny.01.01603165,,,,Lead,,
90551,nwisny.01.01603165,,,,Copper,,
90552,nwisny.01.01603165,,,,Lead,,
90615,nwisny.01.01700091,,,,Copper,,
90616,nwisny.01.01700091,,,,Lead,,
90621,nwisny.01.01700091,,,,Copper,,
90622,nwisny.01.01700091,,,,Lead,,
93174,nwisny.01.01600973,,,,Copper,,
93175,nwisny.01.01600973,,,,Lead,,
93180,nwisny.01.01600973,,,,Copper,,
93181,nwisny.01.01600973,,,,Lead,,
93216,nwisny.01.01601208,,,,Copper,,
93217,nwisny.01.01601208,,,,Lead,,
93222,nwisny.01.01601208,,,,Copper,,
93223,nwisny.01.01601208,,,,Lead,,
93277,nwisny.01.01602017,,,,Copper,,
93278,nwisny.01.01602017,,,,Lead,,
93283,nwisny.01.01602017,,,,Copper,,
93284,nwisny.01.01602017,,,,Lead,,
93402,nwisny.01.01602685,,,,Copper,,
93403,nwisny.01.01602685,,,,Lead,,
93408,nwisny.01.01602685,,,,Copper,,
93409,nwisny.01.01602685,,,,Lead,,
93500,nwisny.01.01603167,,,,Copper,,
93501,nwisny.01.01603167,,,,Lead,,
93506,nwisny.01.01603167,,,,Copper,,
93507,nwisny.01.01603167,,,,Lead,,
93571,nwisny.01.01700089,,,,Copper,,
93572,nwisny.01.01700089,,,,Lead,,
93577,nwisny.01.01700089,,,,Copper,,
93578,nwisny.01.01700089,,,,Lead,,
93652,nwisny.01.01600792,,,,Copper,,
93653,nwisny.01.01600792,,,,Lead,,
93658,nwisny.01.01600792,,,,Copper,,
93659,nwisny.01.01600792,,,,Lead,,
93697,nwisny.01.01604174,,,2017-04-21,Lead,0.413,ug/l
93702,nwisny.01.01604174,,,2017-04-21,Copper,,
93703,nwisny.01.01604174,,,2017-04-21,Lead,,
93708,nwisny.01.01604174,,,2017-04-21,Copper,1.9,ug/l
93730,nwisny.01.01600980,,,,Copper,,
93731,nwisny.01.01600980,,,,Lead,,
93736,nwisny.01.01600980,,,,Copper,,
93737,nwisny.01.01600980,,,,Lead,,
93778,nwisny.01.01604175,,,2017-04-21,Copper,,
93779,nwisny.01.01604175,,,2017-04-21,Lead,,
93784,nwisny.01.01604175,,,2017-04-21,Copper,2.0,ug/l
93785,nwisny.01.01604175,,,2017-04-21,Lead,,
93804,nwisny.01.01601430,,,,Copper,,
93805,nwisny.01.01601430,,,,Lead,,
93810,nwisny.01.01601430,,,,Copper,,
93811,nwisny.01.01601430,,,,Lead,,
93862,nwisny.01.01604176,,,2017-04-21,Lead,0.282,ug/l
93867,nwisny.01.01604176,,,2017-04-21,Copper,,
93868,nwisny.01.01604176,,,2017-04-21,Lead,,
93873,nwisny.01.01604176,,,2017-04-21,Copper,2.0,ug/l
93886,nwisny.01.01601997,,,,Copper,,
93887,nwisny.01.01601997,,,,Lead,,
93901,nwisny.01.01601997,,,,Copper,,
93902,nwisny.01.01601997,,,,Lead,,
93954,nwisny.01.01604177,,,2017-04-21,Copper,,
93955,nwisny.01.01604177,,,2017-04-21,Lead,,
93960,nwisny.01.01604177,,,2017-04-21,Copper,1.8,ug/l
93961,nwisny.01.01604177,,,2017-04-21,Lead,,
94051,nwisny.01.01602717,,,,Copper,,
94052,nwisny.01.01602717,,,,Lead,,
94057,nwisny.01.01602717,,,,Copper,,
94058,nwisny.01.01602717,,,,Lead,,
94120,nwisny.01.01604178,,,2017-04-21,Copper,,
94121,nwisny.01.01604178,,,2017-04-21,Lead,,
94126,nwisny.01.01604178,,,2017-04-21,Copper,1.8,ug/l
94127,nwisny.01.01604178,,,2017-04-21,Lead,0.36,ug/l
94139,nwisny.01.01700029,,,,Copper,,
94140,nwisny.01.01700029,,,,Lead,,
94145,nwisny.01.01700029,,,,Copper,,
94146,nwisny.01.01700029,,,,Lead,,
94196,nwisny.01.01701963,,,2017-04-21,Copper,,
94197,nwisny.01.01701963,,,2017-04-21,Lead,,
94202,nwisny.01.01701963,,,2017-04-21,Copper,1.6,ug/l
94203,nwisny.01.01701963,,,2017-04-21,Lead,0.271,ug/l
94245,nwisny.01.01600977,,,,Copper,,
94246,nwisny.01.01600977,,,,Lead,,
94251,nwisny.01.01600977,,,,Copper,,
94252,nwisny.01.01600977,,,,Lead,,
94284,nwisny.01.01604168,,,2017-04-21,Copper,,
94285,nwisny.01.01604168,,,2017-04-21,Lead,,
94290,nwisny.01.01604168,,,2017-04-21,Copper,1.7,ug/l
94291,nwisny.01.01604168,,,2017-04-21,Lead,,
94305,nwisny.01.01601206,,,,Copper,,
94306,nwisny.01.01601206,,,,Lead,,
94311,nwisny.01.01601206,,,,Copper,,
94312,nwisny.01.01601206,,,,Lead,,
94363,nwisny.01.01604169,,,2017-04-21,Copper,,
94364,nwisny.01.01604169,,,2017-04-21,Lead,,
94369,nwisny.01.01604169,,,2017-04-21,Copper,2.3,ug/l
94370,nwisny.01.01604169,,,2017-04-21,Lead,0.367,ug/l
94384,nwisny.01.01602014,,,,Copper,,
94385,nwisny.01.01602014,,,,Lead,,
94390,nwisny.01.01602014,,,,Copper,,
94391,nwisny.01.01602014,,,,Lead,,
94454,nwisny.01.01604170,,,2017-04-21,Copper,,
94455,nwisny.01.01604170,,,2017-04-21,Lead,,
94460,nwisny.01.01604170,,,2017-04-21,Copper,1.6,ug/l
94461,nwisny.01.01604170,,,2017-04-21,Lead,,
94526,nwisny.01.01602684,,,,Copper,,
94527,nwisny.01.01602684,,,,Lead,,
94532,nwisny.01.01602684,,,,Copper,,
94533,nwisny.01.01602684,,,,Lead,,
94583,nwisny.01.01604171,,,2017-04-21,Copper,,
94584,nwisny.01.01604171,,,2017-04-21,Lead,,
94589,nwisny.01.01604171,,,2017-04-21,Copper,1.4,ug/l
94590,nwisny.01.01604171,,,2017-04-21,Lead,,
94629,nwisny.01.01603168,,,,Copper,,
94630,nwisny.01.01603168,,,,Lead,,
94635,nwisny.01.01603168,,,,Copper,,
94636,nwisny.01.01603168,,,,Lead,,
94697,nwisny.01.01604172,,,2017-04-21,Copper,,
94698,nwisny.01.01604172,,,2017-04-21,Lead,,
94703,nwisny.01.01604172,,,2017-04-21,Copper,2.2,ug/l
94704,nwisny.01.01604172,,,2017-04-21,Lead,,
94717,nwisny.01.01700092,,,,Copper,,
94718,nwisny.01.01700092,,,,Lead,,
94723,nwisny.01.01700092,,,,Copper,,
94724,nwisny.01.01700092,,,,Lead,,
94785,nwisny.01.01701962,,,2017-04-21,Copper,,
94786,nwisny.01.01701962,,,2017-04-21,Lead,,
94791,nwisny.01.01701962,,,2017-04-21,Copper,1.7,ug/l
94792,nwisny.01.01701962,,,2017-04-21,Lead,0.479,ug/l
95436,nwisny.01.01603208,,,,Copper,,
95437,nwisny.01.01603208,,,,Lead,,
95442,nwisny.01.01603208,,,,Copper,,
95443,nwisny.01.01603208,,,,Lead,,
95521,nwisny.01.01601207,,,,Copper,,
95522,nwisny.01.01601207,,,,Lead,,
95527,nwisny.01.01601207,,,,Copper,,
95528,nwisny.01.01601207,,,,Lead,,
95599,nwisny.01.01602016,,,,Copper,,
95600,nwisny.01.01602016,,,,Lead,,
95605,nwisny.01.01602016,,,,Copper,,
95606,nwisny.01.01602016,,,,Lead,,
95736,nwisny.01.01602683,,,,Copper,,
95737,nwisny.01.01602683,,,,Lead,,
95742,nwisny.01.01602683,,,,Copper,,
95743,nwisny.01.01602683,,,,Lead,,
95852,nwisny.01.01603169,,,,Copper,,
95853,nwisny.01.01603169,,,,Lead,,
95858,nwisny.01.01603169,,,,Copper,,
95859,nwisny.01.01603169,,,,Lead,,
95939,nwisny.01.01700093,,,,Copper,,
95940,nwisny.01.01700093,,,,Lead,,
95945,nwisny.01.01700093,,,,Copper,,
95946,nwisny.01.01700093,,,,Lead,,
142733,nwisny.01.01400491,,,2014-05-02,Copper,2.4,ug/l
142736,nwisny.01.01400491,,,2014-05-02,Lead,,
142816,nwisny.01.01401335,,,2014-10-22,Copper,,
142818,nwisny.01.01401335,,,2014-10-22,Lead,,
143225,nwisny.01.01400493,,,2014-05-02,Copper,,
143228,nwisny.01.01400493,,,2014-05-02,Lead,,
143512,nwisny.01.01401328,,,2014-10-22,Copper,,
143527,nwisny.01.01401328,,,2014-10-22,Lead,0.05,ug/l
143632,nwisny.01.01500027,,,2014-12-15,Copper,,
143635,nwisny.01.01500027,,,2014-12-15,Lead,,
143673,nwisny.01.01500225,,,2015-01-06,Lead,0.042,ug/l
143677,nwisny.01.01500225,,,2015-01-06,Copper,,
143913,nwisny.01.01400489,,,2014-05-02,Copper,0.81,ug/l
143915,nwisny.01.01400489,,,2014-05-02,Lead,0.06,ug/l
143957,nwisny.01.01401336,,,2014-10-22,Lead,0.047,ug/l
143973,nwisny.01.01401336,,,2014-10-22,Copper,,
144013,nwisny.01.01400492,,,2014-05-02,Copper,,
144059,nwisny.01.01400492,,,2014-05-02,Lead,0.048,ug/l
144116,nwisny.01.01401346,,,2014-10-22,Copper,,
144119,nwisny.01.01401346,,,2014-10-22,Lead,0.047,ug/l
144323,nwisny.01.01400490,,,2014-05-02,Copper,,
144326,nwisny.01.01400490,,,2014-05-02,Lead,,
144600,nwisny.01.01401334,,,2014-10-22,Copper,,
144603,nwisny.01.01401334,,,2014-10-22,Lead,,
144720,nwisny.01.01500024,,,2014-12-15,Copper,,
144723,nwisny.01.01500024,,,2014-12-15,Lead,,
144785,nwisny.01.01500025,,,2014-12-15,Copper,,
144788,nwisny.01.01500025,,,2014-12-15,Lead,,
144839,nwisny.01.01500227,,,2015-01-06,Lead,0.045,ug/l
144841,nwisny.01.01500227,,,2015-01-06,Copper,,
145105,nwisny.01.01400484,,,2014-05-06,Copper,,
145108,nwisny.01.01400484,,,2014-05-06,Lead,,
145168,nwisny.01.01400485,,,2014-05-02,Copper,,
145171,nwisny.01.01400485,,,2014-05-02,Lead,,
145249,nwisny.01.01401329,,,2014-10-22,Copper,,
145252,nwisny.01.01401329,,,2014-10-22,Lead,,
145278,nwisny.01.01400487,,,2014-05-06,Lead,,
145281,nwisny.01.01400487,,,2014-05-06,Copper,0.89,ug/l
145374,nwisny.01.01401330,,,2014-10-22,Copper,1.6,ug/l
145377,nwisny.01.01401330,,,2014-10-22,Lead,,
145425,nwisny.01.01400488,,,2014-05-01,Copper,,
145428,nwisny.01.01400488,,,2014-05-01,Lead,,
145505,nwisny.01.01401331,,,2014-10-22,Copper,1.4,ug/l
145520,nwisny.01.01401331,,,2014-10-22,Lead,0.04,ug/l
145706,nwisny.01.01400483,,,2014-05-02,Lead,,
145720,nwisny.01.01400483,,,2014-05-02,Copper,1.2,ug/l
145993,nwisny.01.01401332,,,2014-10-22,Copper,1.0,ug/l
145995,nwisny.01.01401332,,,2014-10-22,Lead,,
146110,nwisny.01.01500026,,,2014-12-15,Copper,,
146113,nwisny.01.01500026,,,2014-12-15,Lead,,
146150,nwisny.01.01500226,,,2015-01-06,Lead,,
146154,nwisny.01.01500226,,,2015-01-06,Copper,,
146442,nwisny.01.01400486,,,2014-05-02,Lead,,
146445,nwisny.01.01400486,,,2014-05-02,Copper,,
146508,nwisny.01.01401333,,,2014-10-22,Copper,4.2,ug/l
146511,nwisny.01.01401333,,,2014-10-22,Lead,,
180917,nwisny.01.01401289,,,2014-10-01,Copper,1.2,ug/l
180919,nwisny.01.01401289,,,2014-10-01,Lead,,
181525,nwisny.01.01500130,,,2014-12-11,Copper,,
181527,nwisny.01.01500130,,,2014-12-11,Lead,,
182063,nwisny.01.01500131,,,2014-12-11,Lead,,
182065,nwisny.01.01500131,,,2014-12-11,Copper,,
182841,nwisny.01.01500368,,,2015-04-15,Copper,,
182842,nwisny.01.01500368,,,2015-04-15,Lead,,
183492,nwisny.01.01500801,,,2015-05-21,Copper,0.9,ug/l
183494,nwisny.01.01500801,,,2015-05-21,Lead,0.07,ug/l
183922,nwisny.01.01500727,,,2015-07-07,Copper,,
183924,nwisny.01.01500727,,,2015-07-07,Lead,,
184516,nwisny.01.01500975,,,2015-07-28,Copper,2.8,ug/l
184518,nwisny.01.01500975,,,2015-07-28,Lead,0.138,ug/l
185533,nwisny.01.01501042,,,2015-08-28,Copper,,
185535,nwisny.01.01501042,,,2015-08-28,Lead,,
185754,nwisny.01.01600152,,,2015-11-23,Copper,0.83,ug/l
185755,nwisny.01.01600152,,,2015-11-23,Lead,0.055999999999999994,ug/l
185762,nwisny.01.01600545,,,2016-03-08,Copper,0.81,ug/l
185783,nwisny.01.01600545,,,2016-03-08,Lead,,
185813,nwisny.01.01600546,,,2016-03-08,Lead,,
185828,nwisny.01.01600546,,,2016-03-08,Copper,0.82,ug/l
185844,nwisny.01.01600952,,,2016-05-13,Copper,0.82,ug/l
185862,nwisny.01.01600952,,,2016-05-13,Lead,,
185920,nwisny.01.01601189,,,2016-06-29,Copper,,
185921,nwisny.01.01601189,,,2016-06-29,Lead,,
185986,nwisny.01.01602355,,,2016-09-27,Copper,0.9,ug/l
185987,nwisny.01.01602355,,,2016-09-27,Lead,,
186077,nwisny.01.01700240,,,2017-02-22,Copper,0.76,ug/l
186078,nwisny.01.01700240,,,2017-02-22,Lead,,
186147,nwisny.01.01700592,,,2017-04-06,Copper,1.2,ug/l
186148,nwisny.01.01700592,,,2017-04-06,Lead,0.061,ug/l
186214,nwisny.01.01700732,,,2017-04-18,Copper,0.95,ug/l
186215,nwisny.01.01700732,,,2017-04-18,Lead,,
186262,nwisny.01.01700882,,,2017-05-09,Copper,0.98,ug/l
186263,nwisny.01.01700882,,,2017-05-09,Lead,0.026000000000000002,ug/l
186310,nwisny.01.01701186,,,2017-05-23,Copper,1.1,ug/l
186311,nwisny.01.01701186,,,2017-05-23,Lead,0.05,ug/l
186361,nwisny.01.01701989,,,2017-09-12,Lead,,
186362,nwisny.01.01701989,,,2017-08-25,Copper,0.9,ug/l
186416,nwisny.01.01702289,,,2017-10-13,Copper,0.78,ug/l
186417,nwisny.01.01702289,,,2017-10-13,Lead,,
186478,nwisny.01.01702568,,,2017-10-27,Copper,0.81,ug/l
186479,nwisny.01.01702568,,,2017-10-27,Lead,0.022000000000000002,ug/l
186530,nwisny.01.01800014,,,2017-11-28,Copper,0.73,ug/l
186531,nwisny.01.01800014,,,2017-11-28,Lead,,
186583,nwisny.01.01800320,,,2017-12-12,Copper,0.94,ug/l
186584,nwisny.01.01800320,,,2017-12-12,Lead,,
187001,nwisny.01.01800603,,,2017-12-19,Copper,1.1,ug/l
187021,nwisny.01.01800603,,,2017-12-19,Lead,0.023,ug/l
187060,nwisny.01.01800693,,,2018-02-05,Copper,1.0,ug/l
187061,nwisny.01.01800693,,,2018-02-05,Lead,,
187113,nwisny.01.01800952,,,2018-03-16,Copper,0.88,ug/l
187131,nwisny.01.01800952,,,2018-03-16,Lead,0.032,ug/l
187167,nwisny.01.01801241,,,2018-04-18,Copper,0.93,ug/l
187168,nwisny.01.01801241,,,2018-04-18,Lead,,
187202,nwisny.01.01801655,,,2018-05-18,Copper,0.92,ug/l
187203,nwisny.01.01801655,,,2018-05-18,Lead,,
187263,nwisny.01.01801792,,,2018-06-14,Copper,0.75,ug/l
187264,nwisny.01.01801792,,,2018-06-14,Lead,,
187307,nwisny.01.01802264,,,2018-07-25,Copper,0.69,ug/l
187308,nwisny.01.01802264,,,2018-07-25,Lead,,
187360,nwisny.01.01802265,,,2018-08-01,Copper,,
187361,nwisny.01.01802265,,,2018-07-25,Lead,,
187415,nwisny.01.01802777,,,2018-08-17,Lead,,
187431,nwisny.01.01802777,,,2018-08-17,Copper,0.67,ug/l
187479,nwisny.01.01803211,,,2018-09-25,Lead,,
187501,nwisny.01.01803211,,,2018-09-25,Copper,0.67,ug/l
187534,nwisny.01.01803212,,,2018-09-25,Lead,,
187559,nwisny.01.01803212,,,2018-09-25,Copper,0.69,ug/l
187606,nwisny.01.01900201,,,2018-11-22,Copper,0.73,ug/l
187607,nwisny.01.01900201,,,2018-11-22,Lead,,
187843,nwisny.01.01500559,,,2015-05-15,Copper,0.84,ug/l
187844,nwisny.01.01500559,,,2015-05-15,Lead,0.121,ug/l
187943,nwisny.01.01501106,,,2015-09-02,Lead,,
187960,nwisny.01.01501106,,,2015-09-02,Copper,1.4,ug/l
188055,nwisny.01.01600154,,,2015-11-23,Copper,3.4,ug/l
188056,nwisny.01.01600154,,,2015-11-23,Lead,0.162,ug/l
188378,nwisny.01.01700590,,,2017-04-07,Copper,2.4,ug/l
188379,nwisny.01.01700590,,,2017-04-07,Lead,0.031,ug/l
188520,nwisny.01.01701191,,,2017-05-25,Copper,2.9,ug/l
188521,nwisny.01.01701191,,,2017-05-25,Lead,0.114,ug/l
188605,nwisny.01.01702286,,,2017-10-07,Copper,3.3,ug/l
188606,nwisny.01.01702286,,,2017-10-07,Lead,0.07,ug/l
188688,nwisny.01.01800316,,,2017-12-12,Lead,0.023,ug/l
188689,nwisny.01.01800316,,,2017-12-12,Copper,1.7,ug/l
189112,nwisny.01.01800607,,,2017-12-19,Copper,1.6,ug/l
189133,nwisny.01.01800607,,,2017-12-19,Lead,,
189169,nwisny.01.01800690,,,2018-02-06,Lead,,
189184,nwisny.01.01800690,,,2018-02-06,Copper,1.2,ug/l
189225,nwisny.01.01800821,,,2018-03-01,Lead,,
189243,nwisny.01.01800821,,,2018-03-07,Copper,1.5,ug/l
189285,nwisny.01.01800951,,,2018-03-15,Copper,1.8,ug/l
189286,nwisny.01.01800951,,,2018-03-15,Lead,0.051,ug/l
189341,nwisny.01.01801240,,,2018-04-18,Copper,2.0,ug/l
189342,nwisny.01.01801240,,,2018-04-18,Lead,0.063,ug/l
189377,nwisny.01.01801648,,,2018-05-15,Copper,2.0,ug/l
189395,nwisny.01.01801648,,,2018-05-15,Lead,0.034,ug/l
189445,nwisny.01.01801698,,,2018-06-13,Copper,1.6,ug/l
189446,nwisny.01.01801698,,,2018-06-13,Lead,,
189504,nwisny.01.01802719,,,2018-08-21,Lead,,
189518,nwisny.01.01802719,,,2018-08-21,Copper,1.1,ug/l
189566,nwisny.01.01803285,,,2018-09-26,Copper,2.2,ug/l
189567,nwisny.01.01803285,,,2018-09-26,Lead,0.048,ug/l
189630,nwisny.01.01500565,,,2015-05-15,Lead,,
189646,nwisny.01.01500565,,,2015-05-15,Copper,1.3,ug/l
189762,nwisny.01.01501105,,,2015-09-02,Copper,1.6,ug/l
189763,nwisny.01.01501105,,,2015-09-02,Lead,0.102,ug/l
189871,nwisny.01.01600156,,,2015-11-23,Copper,2.9,ug/l
189872,nwisny.01.01600156,,,2015-11-23,Lead,0.354,ug/l
190085,nwisny.01.01600940,,,2016-05-20,Lead,0.166,ug/l
190127,nwisny.01.01600940,,,2016-05-20,Copper,2.3,ug/l
190184,nwisny.01.01602365,,,2016-09-29,Lead,0.128,ug/l
190202,nwisny.01.01602365,,,2016-09-29,Copper,1.4,ug/l
190276,nwisny.01.01700245,,,2017-02-22,Copper,2.1,ug/l
190277,nwisny.01.01700245,,,2017-02-22,Lead,0.161,ug/l
190374,nwisny.01.01700601,,,2017-04-06,Copper,2.7,ug/l
190375,nwisny.01.01700601,,,2017-04-06,Lead,0.17800000000000002,ug/l
190516,nwisny.01.01701192,,,2017-05-25,Copper,3.3,ug/l
190517,nwisny.01.01701192,,,2017-06-21,Lead,0.193,ug/l
190615,nwisny.01.01702279,,,2017-10-14,Copper,2.6,ug/l
190616,nwisny.01.01702279,,,2017-10-14,Lead,0.16899999999999998,ug/l
190691,nwisny.01.01800017,,,2017-11-28,Copper,1.6,ug/l
190692,nwisny.01.01800017,,,2017-11-28,Lead,0.099,ug/l
190749,nwisny.01.01800315,,,2017-12-12,Copper,3.9,ug/l
190750,nwisny.01.01800315,,,2017-12-12,Lead,0.31,ug/l
191166,nwisny.01.01800619,,,2017-12-19,Copper,3.1,ug/l
191167,nwisny.01.01800619,,,2017-12-19,Lead,0.526,ug/l
191190,nwisny.01.01800837,,,2018-02-15,Lead,0.14300000000000002,ug/l
191192,nwisny.01.01800837,,,2018-02-15,Copper,2.4,ug/l
191290,nwisny.01.01800820,,,2018-02-21,Copper,2.0,ug/l
191291,nwisny.01.01800820,,,2018-02-21,Lead,0.13,ug/l
191329,nwisny.01.01801134,,,2018-03-16,Lead,0.131,ug/l
191344,nwisny.01.01801134,,,2018-03-16,Copper,2.1,ug/l
191388,nwisny.01.01801244,,,2018-04-18,Copper,2.3,ug/l
191389,nwisny.01.01801244,,,2018-04-18,Lead,0.11900000000000001,ug/l
191424,nwisny.01.01801647,,,2018-05-15,Copper,2.4,ug/l
191425,nwisny.01.01801647,,,2018-05-15,Lead,0.245,ug/l
191487,nwisny.01.01801787,,,2018-06-13,Copper,2.1,ug/l
191488,nwisny.01.01801787,,,2018-06-13,Lead,0.13,ug/l
191543,nwisny.01.01801788,,,2018-06-14,Copper,2.0,ug/l
191544,nwisny.01.01801788,,,2018-06-14,Lead,0.133,ug/l
191590,nwisny.01.01802799,,,2018-07-31,Copper,1.8,ug/l
191591,nwisny.01.01802799,,,2018-07-31,Lead,0.141,ug/l
191647,nwisny.01.01802800,,,2018-07-31,Copper,1.8,ug/l
191648,nwisny.01.01802800,,,2018-07-31,Lead,0.131,ug/l
191717,nwisny.01.01802720,,,2018-08-21,Copper,1.3,ug/l
191718,nwisny.01.01802720,,,2018-08-21,Lead,0.129,ug/l
191771,nwisny.01.01803300,,,2018-09-26,Copper,1.2,ug/l
191772,nwisny.01.01803300,,,2018-09-26,Lead,0.079,ug/l
191835,nwisny.01.01900191,,,2018-11-27,Copper,4.8,ug/l
191836,nwisny.01.01900191,,,2018-11-27,Lead,0.34299999999999997,ug/l
191924,nwisny.01.01500562,,,2015-05-15,Copper,,
191925,nwisny.01.01500562,,,2015-05-15,Lead,0.099,ug/l
192115,nwisny.01.01501104,,,2015-09-02,Copper,1.1,ug/l
192116,nwisny.01.01501104,,,2015-09-02,Lead,,
192262,nwisny.01.01600145,,,2015-11-24,Copper,1.9,ug/l
192263,nwisny.01.01600145,,,2015-11-24,Lead,,
192628,nwisny.01.01700589,,,2017-04-07,Copper,1.5,ug/l
192629,nwisny.01.01700589,,,2017-04-07,Lead,,
192785,nwisny.01.01701193,,,2017-05-25,Copper,2.7,ug/l
192786,nwisny.01.01701193,,,2017-06-21,Lead,0.147,ug/l
192885,nwisny.01.01702285,,,2017-10-07,Copper,1.2,ug/l
192903,nwisny.01.01702285,,,2017-10-07,Lead,0.023,ug/l
192968,nwisny.01.01800314,,,2017-12-12,Lead,,
192969,nwisny.01.01800314,,,2017-12-12,Copper,1.2,ug/l
193403,nwisny.01.01800602,,,2017-12-19,Copper,1.1,ug/l
193405,nwisny.01.01800602,,,2017-12-19,Lead,,
193475,nwisny.01.01800689,,,2018-02-06,Copper,0.94,ug/l
193476,nwisny.01.01800689,,,2018-02-06,Lead,,
193518,nwisny.01.01800804,,,2018-02-16,Copper,1.3,ug/l
193519,nwisny.01.01800804,,,2018-02-16,Lead,0.040999999999999995,ug/l
193572,nwisny.01.01800954,,,2018-03-15,Copper,1.5,ug/l
193573,nwisny.01.01800954,,,2018-03-15,Lead,0.091,ug/l
193627,nwisny.01.01800955,,,2018-03-15,Copper,1.4,ug/l
193628,nwisny.01.01800955,,,2018-03-15,Lead,0.036000000000000004,ug/l
193680,nwisny.01.01801243,,,2018-04-18,Copper,1.5,ug/l
193697,nwisny.01.01801243,,,2018-04-18,Lead,0.032,ug/l
193717,nwisny.01.01801646,,,2018-05-15,Copper,1.5,ug/l
193718,nwisny.01.01801646,,,2018-05-15,Lead,0.03,ug/l
193786,nwisny.01.01801697,,,2018-06-13,Copper,0.89,ug/l
